0,0,0,0,0,0,0.6666666667
0,0,0,0,0,0,0.7142857143
1,0,0,0,0,0,0.6666666667
0,0,0,0,0,0,0.7
2,0,0,0,0,0,0.56
0,0,0,0,0,0,0.7
0,0,0,0,0,0,0.7142857143
3,1,0,0,0,0,0.625
0,1,2,0,0,0,0.52
0,0,0,0,0,0,0.6
0,1,0,0,0,0,0.625
1,0,1,0,0,0,0.5
1,0,0,0,0,0,0.625
0,0,0,0,0,0,0.75
0,1,0,0,0,0,0.6
0,0,0,0,0,0,0.4
1,0,0,0,0,0,0.6818181818
2,0,0,0,0,0,0.4615384615
0,1,0,0,0,0,0.6363636364
0,0,0,0,0,0,0.75
0,0,0,0,0,0,0.7857142857
1,0,0,0,0,0,0.5
0,0,0,0,0,0,0.5833333333
0,0,0,0,0,0,0.5714285714
1,1,0,0,0,0,0.7142857143
2,0,0,0,0,0,0.5
0,0,1,0,0,0,0.6
1,1,2,0,0,0,0.652173913
0,0,0,0,0,0,0.6
1,1,0,0,0,0,0.5625
0,0,0,0,0,0,0.75
0,0,0,0,0,0,0.8571428571
0,0,0,0,0,0,0.5555555556
1,0,0,0,0,0,0.5454545455
0,0,0,0,0,0,0.7777777778
0,0,0,0,0,0,0.5384615385
0,0,0,0,0,0,0.7058823529
0,0,0,0,0,0,0.6
1,1,0,0,0,0,0.5714285714
0,0,0,0,0,0,0.7777777778
1,1,0,0,0,0,0.6363636364
0,3,0,0,1,0,0.6666666667
0,0,0,0,0,0,0.6875
0,0,0,0,0,0,0.7692307692
0,3,0,0,0,0,0.625
2,0,0,0,0,0,0.6666666667
2,1,0,0,0,0,0.5416666667
1,1,0,0,0,0,0.5384615385
3,0,0,0,0,0,0.5882352941
4,0,0,0,0,0,0.52
0,1,0,0,0,0,0.652173913
0,0,0,0,0,0,0.6923076923
0,0,0,0,0,0,0.7
1,0,0,0,0,0,0.4285714286
1,0,0,0,0,0,0.4444444444
0,0,0,0,0,0,0.625
1,0,0,0,0,0,0.652173913
4,0,0,0,1,0,0.5454545455
0,0,0,0,0,0,0.8181818182
0,0,0,0,0,0,0.6666666667
0,0,0,0,0,0,0.6
0,0,0,0,0,0,0.8
3,0,0,0,0,0,0.52
0,0,0,0,0,0,0.6470588235
0,1,0,0,0,0,0.7619047619
1,0,1,0,0,0,0.76
0,0,0,0,0,0,0.625
2,0,0,0,0,0,0.5
0,1,0,0,0,0,0.6818181818
0,0,0,0,0,0,0.4705882353
0,0,0,0,0,0,0.6470588235
0,0,0,0,1,0,0.7307692308
1,1,0,0,0,0,0.5357142857
0,0,0,0,0,0,0.6428571429
0,1,0,0,0,0,0.5882352941
1,2,0,0,0,0,0.625
1,0,0,0,0,0,0.4285714286
0,0,0,0,0,0,0.625
0,1,0,0,0,0,0.7368421053
0,0,0,0,0,0,0.7857142857
1,0,0,0,0,0,0.6
0,0,0,0,0,0,0.6
1,1,0,0,0,0,0.6111111111
0,0,0,0,0,0,0.8235294118
0,0,0,0,0,0,0.75
0,0,0,0,0,0,0.875
4,1,0,0,0,0,0.5384615385
0,0,0,0,0,0,0.75
2,0,0,0,0,0,0.6666666667
0,0,0,0,0,0,0.7058823529
1,0,1,0,0,0,0.6842105263
0,1,0,0,0,0,0.5384615385
0,1,0,0,0,0,0.8
1,0,0,0,0,0,0.45
3,1,0,0,0,0,0.4583333333
1,0,0,0,0,0,0.7142857143
0,1,0,0,0,0,0.625
1,0,0,0,0,0,0.6
2,1,0,0,0,0,0.5517241379
1,0,0,0,0,0,0.7272727273
0,0,0,0,0,0,0.7058823529
0,0,0,0,0,0,0.6153846154
1,0,0,0,0,0,0.5555555556
0,0,0,0,0,0,0.6470588235
0,0,0,0,0,0,0.75
0,0,0,0,0,0,0.5555555556
0,0,0,0,0,0,0.6153846154
1,1,0,0,0,0,0.5833333333
1,2,0,0,0,0,0.6296296296
1,0,0,0,0,0,0.6818181818
0,0,0,0,0,0,0.7333333333
0,2,0,0,0,0,0.6666666667
0,0,1,0,0,0,0.25
0,0,0,0,0,0,0.6428571429
2,0,0,0,0,0,0.7272727273
0,0,0,0,0,0,0.5555555556
0,0,0,0,0,0,0.6470588235
0,0,0,0,0,0,0.5714285714
1,0,0,0,0,0,0.6666666667
0,0,0,0,0,0,0.9
1,0,0,0,0,0,0.5789473684
0,1,0,0,0,0,0.5833333333
3,1,0,0,0,0,0.4615384615
0,1,0,0,0,0,0.5454545455
2,1,0,0,0,0,0.6666666667
0,0,1,0,0,0,0.6
3,0,0,0,0,0,0.5714285714
0,0,0,0,0,0,0.5714285714
1,0,0,0,0,0,0.7
0,0,0,0,0,0,0.6363636364
0,0,0,0,0,0,0.5882352941
1,0,0,0,0,0,0.7391304348
0,0,0,0,0,0,0.7272727273
0,1,0,0,0,0,0.6
1,1,0,0,0,0,0.5714285714
0,1,0,0,1,0,0.6923076923
2,1,0,0,0,0,0.5555555556
0,0,0,0,0,0,0.5925925926
0,0,1,0,0,0,0.7
0,0,0,0,0,0,0.75
0,0,0,0,0,0,0.7368421053
0,0,0,0,0,0,0.5
0,0,0,0,0,0,0.75
1,0,0,0,0,0,0.75
0,0,0,0,0,0,0.8125
1,0,0,0,0,0,0.6666666667
3,3,0,0,0,0,0.44
4,0,0,0,0,0,0.5238095238
0,0,0,0,0,0,0.7142857143
0,0,0,0,0,0,0.625
2,0,0,0,0,0,0.5454545455
1,0,0,0,0,0,0.7391304348
2,0,0,0,0,0,0.6470588235
3,0,0,0,0,0,0.7391304348
0,0,0,0,0,0,0.75
0,1,0,0,0,0,0.6666666667
0,0,0,0,0,0,0.8181818182
0,0,0,0,0,0,0.8333333333
0,1,0,0,0,0,0.6363636364
0,0,0,0,0,0,0.8181818182
1,1,0,0,0,0,0.5384615385
2,0,0,0,0,0,0.6363636364
2,0,1,0,0,0,0.5625
2,0,0,0,0,0,0.6923076923
0,1,1,0,0,0,0.6
0,1,0,0,0,0,0.5333333333
0,0,0,0,0,0,0.5384615385
1,0,0,0,0,0,0.5555555556
4,0,0,0,0,0,0.5185185185
0,0,0,0,0,0,0.5
0,0,0,0,0,0,0.7272727273
2,0,0,0,0,0,0.375
1,0,0,0,0,0,0.7647058824
1,0,0,0,0,0,0.5882352941
0,0,0,0,0,0,0.9333333333
4,1,0,0,0,0,0.5925925926
0,1,0,0,0,0,0.55
0,1,0,0,0,0,0.5238095238
0,1,0,0,0,0,0.5909090909
1,0,0,0,0,0,0.6470588235
0,0,0,0,0,0,0.6
0,0,0,0,0,0,0.8571428571
1,0,0,0,0,0,0.7647058824
0,0,0,0,0,0,0.625
0,0,0,0,0,0,0.5714285714
1,2,0,0,0,0,0.55
2,1,0,0,0,0,0.6666666667
1,0,0,0,0,0,0.7368421053
1,1,1,0,0,0,0.5769230769
0,0,0,0,0,0,1
3,0,0,0,0,0,0.4117647059
1,0,0,0,0,0,0.6666666667
1,0,1,0,0,0,0.5384615385
0,0,0,0,0,0,0.8181818182
0,0,0,0,0,0,0.7272727273
0,0,0,0,0,0,0.75
1,1,0,0,0,0,0.7
2,1,0,0,0,0,0.7
2,0,0,0,0,0,0.6
0,0,0,0,0,0,0.5625
0,0,0,0,0,0,0.6956521739
0,0,0,0,0,0,0.625
0,0,1,0,0,0,0.5
0,1,0,0,0,0,0.6923076923
2,2,0,0,0,0,0.6296296296
1,0,1,0,0,0,0.625
0,1,0,0,0,0,0.6
0,1,0,0,0,0,0.5
0,0,0,0,0,0,0.4166666667
0,0,0,0,0,0,0.6666666667
1,1,0,0,0,0,0.6111111111
0,0,0,0,0,0,0.6666666667
0,0,0,0,0,0,0.8333333333
0,1,0,0,0,0,0.5909090909
0,0,0,0,0,0,0.625
0,0,0,0,0,0,0.75
0,0,0,0,0,0,0.7142857143
3,1,0,0,0,0,0.5185185185
0,0,0,0,0,0,0.6315789474
2,0,0,0,0,0,0.6153846154
0,1,0,0,0,0,0.6
0,0,0,0,0,0,1
1,0,0,0,0,0,0.7
1,0,0,0,0,0,0.6875
2,0,0,0,0,0,0.6785714286
1,0,0,0,0,0,0.6666666667
1,1,0,0,0,0,0.5714285714
0,0,0,0,0,0,0.625
4,1,0,0,0,0,0.6
0,0,0,0,0,0,0.5555555556
0,0,0,0,0,0,0.875
3,1,0,0,0,0,0.5
0,1,0,0,0,0,0.5555555556
1,0,0,0,0,0,0.6666666667
0,0,0,0,0,0,0.7
0,0,0,0,0,0,0.7
0,0,0,0,0,0,0.75
0,1,0,0,0,0,0.652173913
3,2,0,0,0,0,0.5555555556
3,1,1,0,0,0,0.56
0,0,0,0,0,0,0.4
0,1,0,0,0,0,0.6842105263
0,2,0,0,0,0,0.5925925926
0,1,0,0,0,0,0.7333333333
1,0,0,0,0,0,0.625
2,1,0,0,0,0,0.56
0,1,0,0,0,0,0.625
1,1,0,0,0,0,0.4
2,0,0,0,0,0,0.5384615385
4,0,0,0,1,0,0.4615384615
1,0,0,0,0,0,0.7
0,2,0,0,0,0,0.625
0,1,0,0,0,0,0.5555555556
2,0,0,0,0,0,0.7142857143
0,2,0,0,0,0,0.6666666667
4,1,0,0,0,0,0.5217391304
2,1,0,0,0,0,0.5833333333
0,0,0,0,0,0,0.6666666667
1,0,0,0,0,0,0.6428571429
3,0,0,0,0,0,0.4814814815
1,1,0,0,0,0,0.5238095238
1,0,0,0,0,0,0.7777777778
1,2,0,0,0,0,0.7222222222
1,0,0,0,0,0,0.6666666667
1,0,0,0,0,0,0.5263157895
0,1,0,0,0,0,0.5833333333
1,0,0,0,0,0,0.7777777778
0,0,0,0,0,0,0.7777777778
1,0,1,0,0,0,0.6470588235
0,0,0,0,0,0,0.8571428571
0,0,0,0,0,0,0.7142857143
3,0,0,0,0,0,0.6111111111
0,1,0,0,0,0,0.7142857143
0,0,0,0,0,0,0.6153846154
0,0,0,0,0,0,0.7777777778
0,0,0,0,0,0,0.7142857143
3,0,0,0,0,0,0.625
1,0,0,0,0,0,0.625
1,0,0,0,0,0,0.7368421053
1,0,0,0,0,0,0.75
0,0,0,0,0,0,0.6666666667
2,0,0,0,0,0,0.7058823529
0,1,0,0,0,0,0.5714285714
1,0,0,0,0,0,0.6296296296
0,0,1,0,0,0,0.6086956522
0,0,0,0,0,0,0.7083333333
1,0,0,0,0,0,0.7
0,0,0,0,0,0,0.8333333333
0,1,0,0,0,0,0.7333333333
1,0,0,0,0,0,0.7142857143
0,1,0,0,0,0,0.6363636364
0,0,0,0,0,0,0.75
0,1,0,0,0,0,0.6153846154
0,0,0,0,0,0,0.7272727273
4,0,0,0,0,0,0.5185185185
1,2,0,0,0,0,0.619047619
0,0,0,0,0,0,0.6315789474
0,2,0,0,0,0,0.5769230769
1,0,0,0,0,0,0.7727272727
0,0,0,0,0,0,0.8571428571
0,2,0,0,0,0,0.6
