0.5500000000000007,4.0,0,0,1,-0.5
2.2799999999999994,0.0,0,0,0,0
5.85,4.0,4,2.396663577386469,1,-1.0
2.2,2.0,0,0,0,0
4.65,6.0,0,0,2,-0.41558441558441556
5.390000000000001,5.0,1,0.5,0,0
4.9399999999999995,4.0,1,0.4642857142857143,1,-0.2
2.95,4.0,0,0,0,0
2.12,4.0,4,2.384331797235023,2,-0.9074221867517956
2.8499999999999996,0.0,2,2.0,0,0
1.5,5.0,1,0.5,3,-2.619047619047619
3.49,4.0,2,0.6666666666666666,6,-2.079134199134199
3.6499999999999995,4.0,1,0.5870535714285714,0,0
5.85,4.0,4,2.396663577386469,1,-1.0
4.86,2.0,1,0.1,1,-1.0
4.119999999999999,0.0,0,0,0,0
3.5200000000000005,0.0,2,1.1111111111111112,1,-0.6626916524701874
5.55,5.0,0,0,0,0
3.4399999999999995,4.0,3,2.230769230769231,0,0
2.6099999999999994,0.0,1,0.25,1,-1.0
2.87,5.0,1,0.5441289332310054,1,0.0
2.8899999999999997,4.0,1,1.0,1,0.0
2.12,0.0,2,1.3333333333333333,0,0
5.85,4.0,4,2.396663577386469,1,-1.0
4.58,1.0,2,2.0,0,0
2.8599999999999994,0.0,0,0,0,0
2.87,0.0,0,0,0,0
1.9100000000000001,0.0,2,2.0,3,-1.9480874316939891
3.2799999999999994,0.0,0,0,0,0
3.4399999999999995,2.0,3,2.2727272727272725,4,-1.438095238095238
2.4399999999999995,0.0,0,0,5,-3.457983193277311
2.4399999999999995,5.0,0,0,0,0
3.1999999999999997,0.0,1,1.0,1,-0.3333333333333333
5.620000000000001,6.0,1,0.3793103448275862,0,0
3.5299999999999994,4.0,2,1.6666666666666665,0,0
3.62,0.0,1,1.0,0,0
3.76,5.0,1,1.0,0,0
1.8099999999999996,0.0,0,0,1,-1.0
5.25,5.0,0,0,1,-1.0
4.58,1.0,0,0,1,-1.0
3.49,4.0,0,0,2,-2.0
2.26,3.0,4,4.0,0,0
1.9100000000000001,0.0,0,0,0,0
3.54,0.0,0,0,4,-3.6
1.92,2.0,0,0,1,-1.0
3.4799999999999995,5.0,6,3.2284046692607,1,0.0
4.629999999999999,5.0,1,1.0,2,-1.8666666666666667
6.19,3.0,0,0,1,0.0
5.609999999999999,5.0,3,2.466666666666667,2,-0.23809523809523808
3.55,5.0,1,1.0,0,0
2.4399999999999995,2.0,0,0,3,-1.8492307692307692
2.2,2.0,0,0,0,0
3.98,4.0,2,0.9122807017543859,1,-1.0
2.49,0.0,0,0,4,-0.873015873015873
1.9300000000000006,0.0,1,1.0,0,0
5.85,4.0,4,2.396663577386469,1,-1.0
2.95,0.0,0,0,0,0
