username,time,tweet
BrianBrecker,Sun Feb 28 06:18:28 IST 2016,yay status quo yay drug war yay capit punish yay foreign war
BrianBrecker,Sun Feb 28 06:16:32 IST 2016,me trump hashtag
BrianBrecker,Sun Feb 28 06:14:46 IST 2016,a vote hillari clinton vote status quo she even support minimum wage month ago feelthebern
BrianBrecker,Sun Feb 28 06:08:53 IST 2016,it matter lose sander voter get vote better futur feelthebern
BrianBrecker,Sun Feb 28 05:38:19 IST 2016,czw garbag wrestl talent realli work elsewher insur reason prowrestl czw
BrianBrecker,Sun Feb 28 04:52:19 IST 2016,ecw best wrestl promot ever ecw philli
BrianBrecker,Sat Feb 27 08:37:39 IST 2016,check frankjavce great glitchi indi music indiemus techno
BrianBrecker,Sat Feb 27 08:06:32 IST 2016,now i subject draft i look forward great vietnam electr boogaloo draft
BrianBrecker,Sat Feb 27 08:05:33 IST 2016,nevertrump
BrianBrecker,Fri Feb 26 05:14:14 IST 2016,riplohana
BrianBrecker,Fri Feb 26 01:51:20 IST 2016,but phone locat nuclear bomb lol okay dershowitz you grasp straw desper applevsfbi
BrianBrecker,Fri Feb 26 01:50:11 IST 2016,of cours alan dershowitz support govern invad privaci check debat noam chomski he get smash
BrianBrecker,Fri Feb 26 01:48:22 IST 2016,rt youtub copyright rant where fair use wtfu the battl blog ca
BrianBrecker,Fri Feb 26 01:47:05 IST 2016,i m a flower hell yeah
BrianBrecker,Fri Feb 26 01:45:50 IST 2016,david duke known anti semit believ holocaust conspiraci theori think jew make peopl gay peopl elect
BrianBrecker,Fri Feb 26 01:43:17 IST 2016,oh also duke known felon he defraud support money lie poor he also want segreg come back
BrianBrecker,Fri Feb 26 01:41:43 IST 2016,i total surpris antisemit racist former ku klux klan grand wizard vote trump did expect differ
BrianBrecker,Fri Feb 26 01:39:07 IST 2016,whichhillari advoc minimum wage one adov oh right flop issu
BrianBrecker,Thu Feb 25 17:32:30 IST 2016,rt you love other love first
BrianBrecker,Thu Feb 25 09:16:57 IST 2016,this isn t funni anymor wtfu fixyoutub
BrianBrecker,Thu Feb 25 04:06:10 IST 2016,the warcraft movi look surpris promis warcraftmovi
BrianBrecker,Thu Feb 25 03:59:01 IST 2016,sallykern elect offici oklahoma think gay peopl bigger threat terror good job oklahoma sarcasm
BrianBrecker,Thu Feb 25 03:53:29 IST 2016,this song is perfect gorillaz
BrianBrecker,Thu Feb 25 03:36:08 IST 2016,rt as long copyright claim system abus still work
BrianBrecker,Thu Feb 25 03:35:46 IST 2016,rt wtfu nintendo current take video abus youtub copyright system remov video cemu
BrianBrecker,Thu Feb 25 03:31:49 IST 2016,where the fair use the jimquisit wtfu fixyoutub
BrianBrecker,Thu Feb 25 03:23:19 IST 2016,danc home alon
BrianBrecker,Wed Feb 24 07:14:11 IST 2016,so footbal go start footballwithdraw
BrianBrecker,Wed Feb 24 01:51:26 IST 2016,close gitmo now we must repair bush administr america human right record
BrianBrecker,Tue Feb 23 06:02:32 IST 2016,rt new hobbi to tide retir man over until death
BrianBrecker,Tue Feb 23 04:35:21 IST 2016,if drug user crimin mean american adult age technic crimin accord studi
BrianBrecker,Tue Feb 23 02:11:22 IST 2016,hype bettercallsaul tonight d
BrianBrecker,Tue Feb 23 02:10:26 IST 2016,rt this campaign bring peopl togeth we understand stand togeth noth
BrianBrecker,Mon Feb 22 23:26:26 IST 2016,rt i wept cri taken read share mum stori death row saudiarabia https
BrianBrecker,Mon Feb 22 23:25:29 IST 2016,saudi arabia answer one day mass execut lgbt peopl we forget lgbt saudiarabia
BrianBrecker,Mon Feb 22 08:28:50 IST 2016,tweet
BrianBrecker,Mon Feb 22 08:17:26 IST 2016,whoop ufcpittsburgh look like predict i
BrianBrecker,Mon Feb 22 08:16:18 IST 2016,go darkhors joe rigg ufcpittsburgh
BrianBrecker,Mon Feb 22 08:03:53 IST 2016,i am a predict machin ufcpittsburgh
BrianBrecker,Mon Feb 22 07:43:34 IST 2016,i predict kraus victori ufcpittsburgh
BrianBrecker,Mon Feb 22 07:41:11 IST 2016,rt this one danc parti year old virginia mclaurin never forget blackhistorymonth
BrianBrecker,Mon Feb 22 07:24:01 IST 2016,my ufc dream come true ufcpittsburgh
BrianBrecker,Mon Feb 22 07:07:40 IST 2016,i predict strickland win ufcpittsburgh
BrianBrecker,Mon Feb 22 06:45:25 IST 2016,amazin ko bambgos ufcpittsburgh my predict thus far shoulda last game
BrianBrecker,Mon Feb 22 06:36:14 IST 2016,rt unoffici leleco land total strike round three smith also held top posit
BrianBrecker,Mon Feb 22 06:31:27 IST 2016,rt whoa judg card anthoni smith leonardo augusto leleco complet disagre
BrianBrecker,Mon Feb 22 05:47:31 IST 2016,me i tweet polit much goe feed oh my gawd
BrianBrecker,Mon Feb 22 05:30:25 IST 2016,gee i sure sam pepper i give thing way yet anoth shallow market ploy
BrianBrecker,Mon Feb 22 05:30:16 IST 2016,ignor bliss
BrianBrecker,Mon Feb 22 05:23:53 IST 2016,if pro life republican would listen deathpenalti
