username,time,tweet
A_estimbo,Wed Jun 03 11:03:31 IST 2015,tweet
A_estimbo,Wed Jun 03 10:27:47 IST 2015,a walk rememb far greatest movi i ever seen life
A_estimbo,Wed Jun 03 05:43:51 IST 2015,i gotchu
A_estimbo,Wed Jun 03 05:08:50 IST 2015,tru
A_estimbo,Wed Jun 03 04:59:05 IST 2015,dude use anley horni ass dog
A_estimbo,Wed Jun 03 04:43:03 IST 2015,same
A_estimbo,Wed Jun 03 03:22:54 IST 2015,
A_estimbo,Wed Jun 03 02:54:24 IST 2015,
A_estimbo,Wed Jun 03 02:43:37 IST 2015,jk i wash everybodi cloth theyr dri right
A_estimbo,Wed Jun 03 02:42:44 IST 2015,i sorri
A_estimbo,Wed Jun 03 02:17:22 IST 2015,he real mcasshol
A_estimbo,Wed Jun 03 01:46:35 IST 2015,worldstaaaar
A_estimbo,Wed Jun 03 01:27:59 IST 2015,
A_estimbo,Tue Jun 02 21:20:37 IST 2015,its peach
A_estimbo,Tue Jun 02 20:18:19 IST 2015,swim parti
A_estimbo,Tue Jun 02 20:15:13 IST 2015,okay guy contact everybodi went last night ask stuff
A_estimbo,Tue Jun 02 10:07:11 IST 2015,no you dont
A_estimbo,Tue Jun 02 10:06:35 IST 2015,rt tonight pretti great
A_estimbo,Tue Jun 02 09:10:35 IST 2015,these past two day best two day opinion
A_estimbo,Tue Jun 02 01:38:47 IST 2015,rt kim got fake ass yall hate kyli got fake lip yall hate bruce got fake pussi slaaaaay smh dude
A_estimbo,Mon Jun 01 23:43:20 IST 2015,rt the comment
A_estimbo,Mon Jun 01 23:24:10 IST 2015,this fuck cool
A_estimbo,Mon Jun 01 21:58:28 IST 2015,
A_estimbo,Mon Jun 01 21:58:02 IST 2015,rt thank god i go school
A_estimbo,Mon Jun 01 18:17:57 IST 2015,uuuuuuuuuuuuuuuuuuuggggggggghhhhh
A_estimbo,Mon Jun 01 12:30:34 IST 2015,rt that whataburg came clutch
A_estimbo,Mon Jun 01 12:16:58 IST 2015,class fuck readi year
A_estimbo,Mon Jun 01 12:15:07 IST 2015,rt it offici class know best time
A_estimbo,Mon Jun 01 12:14:54 IST 2015,rt everyon senior yell yall get home safe
A_estimbo,Mon Jun 01 12:11:27 IST 2015,rt if go vela senior yell tonight miss
A_estimbo,Mon Jun 01 11:53:03 IST 2015,senior yell dope af
A_estimbo,Mon Jun 01 11:37:12 IST 2015,whos take me home what the fuck
A_estimbo,Mon Jun 01 07:35:33 IST 2015,still wear van parti idgaf
A_estimbo,Mon Jun 01 07:31:13 IST 2015,
A_estimbo,Mon Jun 01 06:58:47 IST 2015,rt thigh could feed famili
A_estimbo,Mon Jun 01 06:48:19 IST 2015,
A_estimbo,Mon Jun 01 06:46:18 IST 2015,someon hook address senior yell
A_estimbo,Mon Jun 01 06:46:02 IST 2015,e
A_estimbo,Mon Jun 01 06:38:08 IST 2015,rt yo retweet i write name new calligraphi pen watercolor
A_estimbo,Mon Jun 01 06:25:43 IST 2015,rt throw flight stair
A_estimbo,Mon Jun 01 06:23:53 IST 2015,rt can wait get tattoo
A_estimbo,Mon Jun 01 04:56:48 IST 2015,everybodi take nap
A_estimbo,Mon Jun 01 04:56:11 IST 2015,saaam
A_estimbo,Sun May 31 20:05:08 IST 2015,rt rts i get stage
A_estimbo,Sun May 31 10:08:49 IST 2015,this slight sad
A_estimbo,Sun May 31 09:55:07 IST 2015,i flash nathan free ride
A_estimbo,Sun May 31 09:49:01 IST 2015,shotti
A_estimbo,Sun May 31 09:47:41 IST 2015,dd jorg michael isaiah i
A_estimbo,Sun May 31 09:31:26 IST 2015,rt
A_estimbo,Sun May 31 09:23:37 IST 2015,look guy wild babe
