username,time,tweet
SereffSeth,Sun Sep 01 05:29:51 IST 2013,s o josh one coolest kid block baller funni
SereffSeth,Sun Sep 01 05:27:54 IST 2013,forev skinni forev eat unhealthi
SereffSeth,Sun Sep 01 05:09:05 IST 2013,haha i guess good
SereffSeth,Sun Sep 01 05:08:00 IST 2013,haha sorri
SereffSeth,Sun Sep 01 05:07:14 IST 2013,s o josh nice great talk funni footbal
SereffSeth,Sun Sep 01 05:06:42 IST 2013,s o emili brewer woman funni nice
SereffSeth,Sun Sep 01 05:04:21 IST 2013,s o saturday
SereffSeth,Sun Sep 01 04:53:43 IST 2013,movi tonight
SereffSeth,Sun Sep 01 04:24:52 IST 2013,realli thought would better
SereffSeth,Sun Sep 01 04:14:08 IST 2013,well anoth attempt bite dust
SereffSeth,Sun Sep 01 03:41:34 IST 2013,that mom said
SereffSeth,Sun Sep 01 03:39:40 IST 2013,your mom
SereffSeth,Sat Aug 31 22:37:38 IST 2013,i wish could go oomf hous
SereffSeth,Sat Aug 31 17:51:39 IST 2013,rt i shot bunch cracker new ritz commerci i direct
SereffSeth,Sat Aug 31 17:48:53 IST 2013,we hope go learn proper spell punctuat
SereffSeth,Sat Aug 31 08:36:46 IST 2013,had great night
SereffSeth,Sat Aug 31 03:41:43 IST 2013,tonight go great
SereffSeth,Fri Aug 30 17:09:34 IST 2013,can wait hang
SereffSeth,Fri Aug 30 16:53:29 IST 2013,didn homework
SereffSeth,Fri Aug 30 08:04:39 IST 2013,tomorrow awesom
SereffSeth,Fri Aug 30 07:50:26 IST 2013,never happi day weekend
SereffSeth,Fri Aug 30 07:39:04 IST 2013,can wait hang tomorrow
SereffSeth,Fri Aug 30 02:01:19 IST 2013,i get overprotect jealous time i hate thought someth happen someon flirt
SereffSeth,Thu Aug 29 21:45:53 IST 2013,ucldraw group a b c d e f g h
SereffSeth,Thu Aug 29 21:36:54 IST 2013,i want watch ucl draw
SereffSeth,Thu Aug 29 16:47:01 IST 2013,can wait tomorrow
SereffSeth,Thu Aug 29 16:38:50 IST 2013,banonedirectionfansfromtwitt
SereffSeth,Thu Aug 29 16:23:40 IST 2013,good morn
SereffSeth,Thu Aug 29 16:17:16 IST 2013,happi birthday taylor
SereffSeth,Thu Aug 29 08:17:01 IST 2013,school food slaveri
SereffSeth,Thu Aug 29 08:16:27 IST 2013,oh dang haha screw
SereffSeth,Thu Aug 29 08:06:56 IST 2013,
SereffSeth,Thu Aug 29 07:53:20 IST 2013,realli hope snow day tomorrow i homework
SereffSeth,Thu Aug 29 07:31:40 IST 2013,the first one alway awkward
SereffSeth,Thu Aug 29 06:29:13 IST 2013,realli better night
SereffSeth,Thu Aug 29 03:46:29 IST 2013,key relationship uglier half
SereffSeth,Thu Aug 29 03:45:42 IST 2013,hello
SereffSeth,Thu Aug 29 03:43:24 IST 2013,inspir great thing
SereffSeth,Thu Aug 29 03:42:04 IST 2013,palest skin award goe
SereffSeth,Wed Aug 28 08:26:57 IST 2013,but i get tire i get text hard life haha
SereffSeth,Wed Aug 28 08:22:09 IST 2013,school would lot easier i tri
SereffSeth,Wed Aug 28 08:17:21 IST 2013,how peopl text emoji
SereffSeth,Wed Aug 28 07:37:32 IST 2013,rt gettin back dehydr status
SereffSeth,Wed Aug 28 07:19:11 IST 2013,tweet
SereffSeth,Wed Aug 28 07:17:18 IST 2013,the presid i guess
SereffSeth,Wed Aug 28 07:12:38 IST 2013,obama gave one
SereffSeth,Wed Aug 28 07:11:54 IST 2013,i alway go downstair forget i
