username,time,tweet
trillballins,Tue Mar 01 05:29:25 IST 2016,trump hair like real time smudg filter
trillballins,Tue Mar 01 05:27:55 IST 2016,let get back stori matter
trillballins,Tue Mar 01 05:26:10 IST 2016,when xanni meet goos
trillballins,Tue Mar 01 05:24:31 IST 2016,keep tri rais level nation convers scream twitter void
trillballins,Tue Mar 01 05:18:36 IST 2016,tell
trillballins,Tue Mar 01 05:04:24 IST 2016,just day fix shrunk dick
trillballins,Tue Mar 01 02:41:57 IST 2016,all atheist vaper vaper atheist not hard understand
trillballins,Tue Mar 01 02:27:51 IST 2016,tweet
trillballins,Tue Mar 01 02:07:20 IST 2016,ther solut caesar salad breath
trillballins,Tue Mar 01 02:05:50 IST 2016,ladi u met dude look like ryan gosl breath perman smell like caesar salad would u
trillballins,Tue Mar 01 02:03:22 IST 2016,still shock
trillballins,Tue Mar 01 02:03:17 IST 2016,yeah
trillballins,Tue Mar 01 02:03:10 IST 2016,scare covert trump oper
trillballins,Tue Mar 01 02:01:08 IST 2016,the fuck part trump ordeal i met singl person real life open support
trillballins,Tue Mar 01 01:52:47 IST 2016,cri jordin
trillballins,Tue Mar 01 00:26:01 IST 2016,somebodi say
trillballins,Tue Mar 01 00:24:36 IST 2016,vega sinc danni gan past
trillballins,Tue Mar 01 00:15:49 IST 2016,ok you deni thing past year
trillballins,Tue Mar 01 00:13:47 IST 2016,now gaga countri older sister well despit parent worri thru
trillballins,Tue Mar 01 00:11:23 IST 2016,the smartest thing gaga did disappear year everywher
trillballins,Tue Mar 01 00:02:24 IST 2016,bro pair first hvf high valu follow
trillballins,Mon Feb 29 23:50:08 IST 2016,when old wash see everi pore face
trillballins,Mon Feb 29 23:32:15 IST 2016,bruh kathi lee miss beat husband die man liber
trillballins,Mon Feb 29 23:13:13 IST 2016,i feel leg i poo
trillballins,Mon Feb 29 23:06:14 IST 2016,imagin would exclus ye album readi launch i woulda sign
trillballins,Mon Feb 29 23:05:39 IST 2016,i think hov safe money tho smart
trillballins,Mon Feb 29 23:03:54 IST 2016,mayb tidal ok i dunno i know massiv bungl launch
trillballins,Mon Feb 29 22:57:52 IST 2016,tidal sell somebodi still jay z make money gotta hear fantast busi maaaan
trillballins,Mon Feb 29 22:55:53 IST 2016,rt jay z tidal face lawsuit pay royalti artist
trillballins,Mon Feb 29 21:38:09 IST 2016,johnni alcohol classic
trillballins,Mon Feb 29 21:37:05 IST 2016,rt hey idea i may time stop text fiancé here start
trillballins,Mon Feb 29 21:35:42 IST 2016,rt very sad watch johnni footbal turn johnni alcohol
trillballins,Mon Feb 29 21:24:08 IST 2016,futur iu coach
trillballins,Mon Feb 29 21:19:30 IST 2016,rt via
trillballins,Mon Feb 29 10:30:20 IST 2016,leo stick say thing camera
trillballins,Mon Feb 29 10:13:25 IST 2016,vega babi sin citi the citi dream the citi use cool pre recess citi know love that right
trillballins,Mon Feb 29 10:10:01 IST 2016,i saw enjoy i need valid two hour life enjoy
trillballins,Mon Feb 29 10:04:59 IST 2016,did sam smith win garbag song not fault whoever write song shoulda come correct
trillballins,Mon Feb 29 10:00:59 IST 2016,rt feel like eon ago gaga hook wale
trillballins,Mon Feb 29 09:59:11 IST 2016,good look
trillballins,Mon Feb 29 09:53:06 IST 2016,i want everyon know i agre rape bad music
trillballins,Mon Feb 29 07:22:05 IST 2016,rt seem like blm activist white peopl hate chris rock tonight gave us much laughter rush
trillballins,Mon Feb 29 06:40:39 IST 2016,movi make us cri make us laugh celebr film
trillballins,Mon Feb 29 06:39:38 IST 2016,rt u didnt get pair yeezi morn cant relat
trillballins,Mon Feb 29 06:25:32 IST 2016,rt gawker victori lap staffer retweet random quot
trillballins,Mon Feb 29 06:22:52 IST 2016,gawker how got donald trump rt us creat bunch tweet respond one
trillballins,Mon Feb 29 06:04:25 IST 2016,steph curti wow
trillballins,Mon Feb 29 05:53:08 IST 2016,he done realli good job year never win titl
trillballins,Mon Feb 29 05:51:02 IST 2016,too bad tom crean best coach job year realli good team
trillballins,Mon Feb 29 04:59:27 IST 2016,rt conserv let system groom judg journalist shape polici liber what dumbledor
